timestamp,tgs2600,mq135,mq3,mq6,mq7,tgs2602,tgs2611,tgs2620
0,990,1782,1605,1272,2481,1182,2085,1356
1,1008,1797,1614,1281,2472,1200,2085,1377
2,990,1767,1581,1260,2406,1176,2013,1341
3,978,1776,1578,1272,2406,1164,1998,1329
4,747,1458,1293,1038,1986,894,1596,1026
5,663,1434,1260,1017,1959,798,1476,930
6,570,1380,1188,966,1875,687,1335,813
7,276,870,696,612,1218,345,720,405
8,294,1023,861,690,1440,345,774,444
9,279,1149,930,756,1560,342,807,438
10,261,1143,915,744,1560,321,777,408
11,252,1131,903,732,1554,309,774,399
12,255,1152,903,771,1578,309,786,405
13,252,1179,915,738,1566,309,801,399
14,246,1152,888,744,1551,312,798,399
15,249,1128,882,729,1545,309,798,402
16,246,1149,870,717,1530,306,795,396
17,249,1146,885,726,1563,315,816,405
18,246,1122,879,708,1545,309,810,399
19,246,1137,876,720,1560,312,822,402
20,243,1110,852,702,1536,303,801,396
21,237,1083,831,678,1473,294,801,381
22,237,1086,861,690,1542,303,804,390
23,240,1122,855,702,1524,303,807,390
24,243,1122,858,699,1536,309,831,396
25,246,1107,849,693,1521,309,822,402
26,243,1107,861,690,1518,312,819,399
27,240,1101,831,678,1485,303,831,393
28,243,1110,843,678,1527,306,819,390
29,237,1089,834,678,1500,306,837,390
30,249,1137,873,705,1566,315,846,405
31,243,1101,840,684,1506,306,819,393
32,243,1119,846,684,1509,309,825,399
33,243,1086,831,672,1506,306,816,393
34,240,1116,846,675,1524,303,831,396
35,240,1083,828,690,1497,309,807,387
36,246,1131,849,678,1515,315,828,396
37,237,1086,828,675,1494,300,810,405
38,240,1095,834,684,1506,303,816,393
39,240,1095,837,678,1506,306,822,396
40,252,1137,864,705,1554,321,855,411
41,255,1146,876,711,1569,324,867,414
42,252,1116,855,693,1536,318,858,411
43,255,1125,861,699,1539,324,864,417
44,258,1113,849,684,1506,333,861,417
45,171,858,645,540,1140,219,588,282
46,120,693,522,429,960,156,429,207
47,147,900,642,561,1239,189,534,249
48,150,936,699,576,1302,192,537,258
49,156,957,705,582,1332,201,579,264
50,159,954,702,588,1335,204,597,270
51,162,984,714,597,1338,210,606,276
52,165,957,708,588,1341,216,630,282
53,168,960,711,594,1341,216,627,282
54,174,975,720,600,1359,225,648,297
55,180,987,735,612,1389,234,672,303
56,177,996,693,576,1305,219,630,297
57,180,975,732,606,1371,234,672,306
58,177,939,705,585,1326,225,648,297
59,192,1023,765,630,1440,246,711,321
60,183,960,717,597,1347,231,672,309
61,192,1002,750,624,1404,246,708,324
62,210,1083,810,678,1518,273,771,357
63,207,1008,765,630,1419,261,744,345
64,228,1080,816,669,1512,291,816,384
65,252,1113,855,690,1584,318,888,414
66,261,1125,870,702,1587,333,912,426
67,276,1137,876,714,1590,348,942,444
68,306,1191,924,747,1656,387,1017,489
69,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0
71,0,0,3,0,0,0,0,0
72,0,0,0,0,0,0,0,0
73,0,0,0,0,0,3,3,3
74,0,3,0,0,0,0,0,0
75,0,0,0,0,0,0,0,3
76,0,6,6,3,9,0,0,0
77,0,0,0,0,0,0,0,0
78,0,3,3,0,0,0,0,0
79,0,3,0,0,0,0,0,0
80,0,3,3,0,0,0,0,0
81,78,1161,708,729,1668,111,426,159
82,240,846,717,588,1473,327,1170,429
83,489,1386,1179,939,2166,645,1809,789
84,795,1593,1404,1077,2412,996,2220,1173
85,1023,1719,1551,1170,2517,1242,2379,1422
86,1224,1878,1692,1284,2658,1461,2502,1644
87,1377,1995,1803,1377,2739,1617,2571,1794
88,1485,2079,1878,1452,2793,1728,2595,1872
89,1566,2169,1941,1527,2871,1806,2619,1959
90,1647,2247,2004,1605,2931,1872,2643,2025
91,1701,2301,2025,1656,2949,1905,2622,2070
92,1719,2334,2031,1692,2958,1920,2610,2070
93,1701,2340,2025,1707,2946,1902,2559,2061
94,1719,2340,2028,1731,2964,1923,2538,2067
95,1734,2349,2040,1755,2979,1926,2541,2070
96,1731,2340,2034,1755,2970,1920,2514,2064
97,1743,2337,2064,1773,3012,1929,2511,2073
